Age,Species,Water_Temperature,Feeding_Behavior,Coloration,Swimming_Behavior,Disease_Status
4.2,Catfish,32.0,Reduced,Faded,Erratic,Diseased
1.1,Tilapia,29.5,Reduced,Faded,Erratic,Diseased
2.2,Salmon,22.0,Normal,Bright,Normal,Healthy
2.3,Catfish,25.5,Normal,Bright,Normal,Healthy
2.6,Catfish,30.0,Reduced,Faded,Erratic,Diseased
1.0,Salmon,30.9,Reduced,Faded,Erratic,Diseased
4.7,Salmon,30.1,Reduced,Faded,Erratic,Diseased
1.2,Goldfish,29.7,Reduced,Faded,Erratic,Diseased
3.0,Catfish,20.1,Normal,Bright,Normal,Healthy
1.9,Tilapia,23.3,Normal,Bright,Normal,Healthy
2.8,Goldfish,24.8,Normal,Bright,Normal,Healthy
2.4,Tilapia,23.4,Normal,Bright,Normal,Healthy
2.0,Catfish,23.7,Normal,Bright,Normal,Healthy
4.1,Trout,22.6,Normal,Bright,Normal,Healthy
4.2,Catfish,28.6,Reduced,Faded,Erratic,Diseased
4.2,Catfish,31.1,Reduced,Faded,Erratic,Diseased
1.0,Salmon,24.7,Normal,Bright,Normal,Healthy
3.5,Goldfish,30.3,Reduced,Faded,Erratic,Diseased
1.0,Catfish,20.4,Normal,Bright,Normal,Healthy
2.8,Salmon,22.4,Normal,Bright,Normal,Healthy
2.6,Catfish,28.5,Reduced,Faded,Erratic,Diseased
4.9,Catfish,25.0,Normal,Bright,Normal,Healthy
0.7,Goldfish,23.9,Normal,Bright,Normal,Healthy
1.5,Catfish,23.4,Normal,Bright,Normal,Healthy
0.7,Trout,21.0,Normal,Bright,Normal,Healthy
0.8,Tilapia,23.9,Normal,Bright,Normal,Healthy
3.0,Catfish,25.2,Normal,Bright,Normal,Healthy
1.8,Goldfish,22.3,Normal,Bright,Normal,Healthy
2.7,Catfish,20.1,Normal,Bright,Normal,Healthy
2.2,Trout,30.4,Reduced,Faded,Erratic,Diseased
2.0,Salmon,24.4,Normal,Bright,Normal,Healthy
4.0,Catfish,23.9,Normal,Bright,Normal,Healthy
0.9,Goldfish,23.5,Normal,Bright,Normal,Healthy
3.2,Salmon,24.1,Normal,Bright,Normal,Healthy
4.8,Goldfish,28.5,Reduced,Faded,Erratic,Diseased
3.3,Catfish,23.8,Normal,Bright,Normal,Healthy
3.9,Goldfish,20.2,Normal,Bright,Normal,Healthy
3.4,Goldfish,30.6,Reduced,Faded,Erratic,Diseased
3.2,Trout,22.3,Normal,Bright,Normal,Healthy
1.5,Catfish,29.8,Reduced,Faded,Erratic,Diseased
4.8,Tilapia,22.8,Normal,Bright,Normal,Healthy
1.5,Goldfish,21.6,Normal,Bright,Normal,Healthy
0.8,Catfish,24.6,Normal,Bright,Normal,Healthy
2.0,Tilapia,31.2,Reduced,Faded,Erratic,Diseased
4.9,Tilapia,23.5,Normal,Bright,Normal,Healthy
4.2,Goldfish,23.7,Normal,Bright,Normal,Healthy
1.5,Salmon,31.9,Reduced,Faded,Erratic,Diseased
0.8,Catfish,31.2,Reduced,Faded,Erratic,Diseased
3.4,Salmon,23.1,Normal,Bright,Normal,Healthy
0.7,Salmon,25.6,Normal,Bright,Normal,Healthy
4.0,Goldfish,28.5,Reduced,Faded,Erratic,Diseased
1.4,Tilapia,24.0,Normal,Bright,Normal,Healthy
3.5,Catfish,21.5,Normal,Bright,Normal,Healthy
1.0,Catfish,31.0,Reduced,Faded,Erratic,Diseased
2.5,Catfish,30.5,Reduced,Faded,Erratic,Diseased
1.0,Tilapia,24.8,Normal,Bright,Normal,Healthy
3.6,Tilapia,30.5,Reduced,Faded,Erratic,Diseased
3.1,Goldfish,31.6,Reduced,Faded,Erratic,Diseased
3.5,Catfish,25.0,Normal,Bright,Normal,Healthy
2.7,Trout,24.4,Normal,Bright,Normal,Healthy
3.3,Goldfish,31.8,Reduced,Faded,Erratic,Diseased
1.5,Tilapia,26.0,Normal,Bright,Normal,Healthy
3.4,Trout,29.4,Reduced,Faded,Erratic,Diseased
0.9,Trout,25.0,Normal,Bright,Normal,Healthy
4.5,Tilapia,23.6,Normal,Bright,Normal,Healthy
2.2,Trout,23.3,Normal,Bright,Normal,Healthy
3.0,Goldfish,29.6,Reduced,Faded,Erratic,Diseased
0.5,Salmon,30.1,Reduced,Faded,Erratic,Diseased
2.6,Salmon,22.5,Normal,Bright,Normal,Healthy
4.4,Salmon,20.6,Normal,Bright,Normal,Healthy
3.5,Catfish,30.7,Reduced,Faded,Erratic,Diseased
3.8,Tilapia,28.5,Reduced,Faded,Erratic,Diseased
2.9,Tilapia,31.6,Reduced,Faded,Erratic,Diseased
2.2,Goldfish,31.1,Reduced,Faded,Erratic,Diseased
2.8,Trout,31.8,Reduced,Faded,Erratic,Diseased
2.6,Trout,24.8,Normal,Bright,Normal,Healthy
4.0,Salmon,25.8,Normal,Bright,Normal,Healthy
1.5,Trout,32.0,Reduced,Faded,Erratic,Diseased
2.3,Tilapia,29.2,Reduced,Faded,Erratic,Diseased
1.9,Catfish,28.9,Reduced,Faded,Erratic,Diseased
4.5,Catfish,29.0,Reduced,Faded,Erratic,Diseased
4.4,Salmon,23.4,Normal,Bright,Normal,Healthy
3.6,Tilapia,29.5,Reduced,Faded,Erratic,Diseased
2.1,Tilapia,29.9,Reduced,Faded,Erratic,Diseased
3.8,Tilapia,29.5,Reduced,Faded,Erratic,Diseased
2.7,Goldfish,30.8,Reduced,Faded,Erratic,Diseased
3.6,Catfish,31.8,Reduced,Faded,Erratic,Diseased
3.9,Goldfish,23.6,Normal,Bright,Normal,Healthy
2.4,Goldfish,23.1,Normal,Bright,Normal,Healthy
0.9,Salmon,29.2,Reduced,Faded,Erratic,Diseased
3.3,Trout,25.3,Normal,Bright,Normal,Healthy
2.5,Salmon,29.1,Reduced,Faded,Erratic,Diseased
1.0,Trout,25.0,Normal,Bright,Normal,Healthy
4.6,Catfish,24.5,Normal,Bright,Normal,Healthy
0.8,Tilapia,20.0,Normal,Bright,Normal,Healthy
1.7,Tilapia,25.7,Normal,Bright,Normal,Healthy
0.9,Goldfish,29.2,Reduced,Faded,Erratic,Diseased
4.4,Trout,22.6,Normal,Bright,Normal,Healthy
0.7,Catfish,20.3,Normal,Bright,Normal,Healthy
2.2,Trout,25.8,Normal,Bright,Normal,Healthy
0.8,Goldfish,22.6,Normal,Bright,Normal,Healthy
0.6,Trout,25.0,Normal,Bright,Normal,Healthy
3.7,Goldfish,21.0,Normal,Bright,Normal,Healthy
4.2,Goldfish,20.7,Normal,Bright,Normal,Healthy
4.7,Salmon,22.4,Normal,Bright,Normal,Healthy
1.4,Catfish,20.9,Normal,Bright,Normal,Healthy
2.5,Trout,30.0,Reduced,Faded,Erratic,Diseased
1.4,Catfish,31.0,Reduced,Faded,Erratic,Diseased
2.2,Catfish,20.3,Normal,Bright,Normal,Healthy
4.4,Tilapia,31.2,Reduced,Faded,Erratic,Diseased
3.3,Catfish,28.7,Reduced,Faded,Erratic,Diseased
3.0,Salmon,32.0,Reduced,Faded,Erratic,Diseased
4.4,Catfish,30.5,Reduced,Faded,Erratic,Diseased
3.2,Trout,30.8,Reduced,Faded,Erratic,Diseased
1.8,Catfish,30.2,Reduced,Faded,Erratic,Diseased
3.6,Catfish,25.3,Normal,Bright,Normal,Healthy
4.4,Catfish,31.6,Reduced,Faded,Erratic,Diseased
1.7,Catfish,29.1,Reduced,Faded,Erratic,Diseased
0.6,Goldfish,29.7,Reduced,Faded,Erratic,Diseased
1.6,Goldfish,29.1,Reduced,Faded,Erratic,Diseased
4.0,Tilapia,23.6,Normal,Bright,Normal,Healthy
2.9,Tilapia,24.3,Normal,Bright,Normal,Healthy
4.8,Goldfish,21.1,Normal,Bright,Normal,Healthy
4.1,Tilapia,30.2,Reduced,Faded,Erratic,Diseased
2.5,Salmon,28.0,Reduced,Faded,Erratic,Diseased
1.9,Salmon,28.5,Reduced,Faded,Erratic,Diseased
1.9,Tilapia,24.7,Normal,Bright,Normal,Healthy
4.8,Catfish,23.6,Normal,Bright,Normal,Healthy
3.7,Salmon,22.8,Normal,Bright,Normal,Healthy
4.1,Goldfish,24.4,Normal,Bright,Normal,Healthy
2.9,Catfish,30.4,Reduced,Faded,Erratic,Diseased
3.6,Salmon,30.0,Reduced,Faded,Erratic,Diseased
5.0,Salmon,25.7,Normal,Bright,Normal,Healthy
4.6,Catfish,20.3,Normal,Bright,Normal,Healthy
3.4,Salmon,21.2,Normal,Bright,Normal,Healthy
2.0,Trout,22.8,Normal,Bright,Normal,Healthy
2.0,Goldfish,30.4,Reduced,Faded,Erratic,Diseased
2.6,Goldfish,21.4,Normal,Bright,Normal,Healthy
0.9,Salmon,21.0,Normal,Bright,Normal,Healthy
3.9,Catfish,23.1,Normal,Bright,Normal,Healthy
1.0,Catfish,30.2,Reduced,Faded,Erratic,Diseased
2.6,Catfish,25.8,Normal,Bright,Normal,Healthy
4.3,Catfish,23.2,Normal,Bright,Normal,Healthy
4.2,Catfish,30.4,Reduced,Faded,Erratic,Diseased
1.1,Trout,29.0,Reduced,Faded,Erratic,Diseased
2.2,Tilapia,29.5,Reduced,Faded,Erratic,Diseased
2.8,Catfish,29.9,Reduced,Faded,Erratic,Diseased
4.3,Trout,29.4,Reduced,Faded,Erratic,Diseased
3.4,Catfish,28.1,Reduced,Faded,Erratic,Diseased
4.0,Goldfish,25.7,Normal,Bright,Normal,Healthy
4.9,Tilapia,24.7,Normal,Bright,Normal,Healthy
4.4,Trout,21.8,Normal,Bright,Normal,Healthy
1.3,Catfish,31.0,Reduced,Faded,Erratic,Diseased
4.6,Goldfish,23.8,Normal,Bright,Normal,Healthy
0.7,Trout,21.5,Normal,Bright,Normal,Healthy
1.6,Trout,22.8,Normal,Bright,Normal,Healthy
1.3,Goldfish,20.3,Normal,Bright,Normal,Healthy
0.8,Salmon,23.2,Normal,Bright,Normal,Healthy
2.7,Tilapia,29.5,Reduced,Faded,Erratic,Diseased
1.2,Tilapia,30.7,Reduced,Faded,Erratic,Diseased
3.1,Catfish,28.3,Reduced,Faded,Erratic,Diseased
0.6,Salmon,25.9,Normal,Bright,Normal,Healthy
2.5,Salmon,23.3,Normal,Bright,Normal,Healthy
4.7,Salmon,25.4,Normal,Bright,Normal,Healthy
4.2,Goldfish,23.5,Normal,Bright,Normal,Healthy
1.8,Catfish,22.0,Normal,Bright,Normal,Healthy
0.8,Salmon,28.2,Reduced,Faded,Erratic,Diseased
4.5,Salmon,29.6,Reduced,Faded,Erratic,Diseased
2.5,Tilapia,31.5,Reduced,Faded,Erratic,Diseased
2.2,Tilapia,23.6,Normal,Bright,Normal,Healthy
4.7,Salmon,23.7,Normal,Bright,Normal,Healthy
4.9,Trout,31.4,Reduced,Faded,Erratic,Diseased
1.0,Catfish,30.5,Reduced,Faded,Erratic,Diseased
1.0,Salmon,29.0,Reduced,Faded,Erratic,Diseased
2.0,Trout,28.8,Reduced,Faded,Erratic,Diseased
4.4,Trout,21.9,Normal,Bright,Normal,Healthy
3.9,Catfish,29.8,Reduced,Faded,Erratic,Diseased
1.8,Goldfish,28.3,Reduced,Faded,Erratic,Diseased
3.6,Trout,20.0,Normal,Bright,Normal,Healthy
1.6,Trout,30.7,Reduced,Faded,Erratic,Diseased
0.7,Trout,22.7,Normal,Bright,Normal,Healthy
1.3,Tilapia,22.8,Normal,Bright,Normal,Healthy
4.8,Goldfish,24.5,Normal,Bright,Normal,Healthy
2.3,Trout,29.2,Reduced,Faded,Erratic,Diseased
0.9,Goldfish,24.2,Normal,Bright,Normal,Healthy
1.1,Salmon,25.9,Normal,Bright,Normal,Healthy
1.4,Trout,30.8,Reduced,Faded,Erratic,Diseased
1.8,Salmon,21.3,Normal,Bright,Normal,Healthy
0.6,Tilapia,20.9,Normal,Bright,Normal,Healthy
2.6,Tilapia,30.9,Reduced,Faded,Erratic,Diseased
3.3,Goldfish,31.0,Reduced,Faded,Erratic,Diseased
2.7,Catfish,25.5,Normal,Bright,Normal,Healthy
3.9,Catfish,22.5,Normal,Bright,Normal,Healthy
4.7,Goldfish,30.1,Reduced,Faded,Erratic,Diseased
1.3,Catfish,29.2,Reduced,Faded,Erratic,Diseased
4.5,Tilapia,22.8,Normal,Bright,Normal,Healthy
4.4,Goldfish,29.4,Reduced,Faded,Erratic,Diseased
3.0,Tilapia,20.5,Normal,Bright,Normal,Healthy
1.9,Salmon,28.2,Reduced,Faded,Erratic,Diseased
0.8,Tilapia,21.0,Normal,Bright,Normal,Healthy
3.1,Catfish,31.6,Reduced,Faded,Erratic,Diseased
3.1,Trout,22.8,Normal,Bright,Normal,Healthy
2.0,Salmon,29.5,Reduced,Faded,Erratic,Diseased
0.9,Salmon,21.0,Normal,Bright,Normal,Healthy
2.7,Catfish,21.6,Normal,Bright,Normal,Healthy
3.8,Salmon,22.1,Normal,Bright,Normal,Healthy
0.6,Goldfish,28.6,Reduced,Faded,Erratic,Diseased
4.9,Salmon,22.4,Normal,Bright,Normal,Healthy
2.9,Tilapia,22.3,Normal,Bright,Normal,Healthy
4.1,Tilapia,20.1,Normal,Bright,Normal,Healthy
1.8,Goldfish,25.2,Normal,Bright,Normal,Healthy
1.8,Salmon,24.0,Normal,Bright,Normal,Healthy
1.3,Catfish,24.8,Normal,Bright,Normal,Healthy
3.5,Trout,29.6,Reduced,Faded,Erratic,Diseased
0.9,Tilapia,29.6,Reduced,Faded,Erratic,Diseased
4.3,Goldfish,28.0,Reduced,Faded,Erratic,Diseased
2.9,Catfish,30.6,Reduced,Faded,Erratic,Diseased
4.2,Goldfish,22.9,Normal,Bright,Normal,Healthy
4.1,Catfish,22.5,Normal,Bright,Normal,Healthy
4.5,Trout,23.9,Normal,Bright,Normal,Healthy
2.3,Catfish,31.3,Reduced,Faded,Erratic,Diseased
1.4,Trout,22.6,Normal,Bright,Normal,Healthy
2.3,Catfish,30.6,Reduced,Faded,Erratic,Diseased
3.5,Salmon,28.1,Reduced,Faded,Erratic,Diseased
0.8,Catfish,20.6,Normal,Bright,Normal,Healthy
2.1,Trout,24.9,Normal,Bright,Normal,Healthy
1.9,Trout,25.0,Normal,Bright,Normal,Healthy
3.3,Tilapia,21.4,Normal,Bright,Normal,Healthy
2.1,Salmon,23.1,Normal,Bright,Normal,Healthy
3.9,Salmon,31.0,Reduced,Faded,Erratic,Diseased
2.2,Salmon,28.4,Reduced,Faded,Erratic,Diseased
1.7,Catfish,30.5,Reduced,Faded,Erratic,Diseased
2.8,Salmon,22.0,Normal,Bright,Normal,Healthy
2.2,Trout,23.1,Normal,Bright,Normal,Healthy
0.8,Goldfish,31.8,Reduced,Faded,Erratic,Diseased
3.8,Salmon,25.1,Normal,Bright,Normal,Healthy
2.6,Catfish,25.8,Normal,Bright,Normal,Healthy
2.0,Catfish,29.8,Reduced,Faded,Erratic,Diseased
1.8,Goldfish,20.5,Normal,Bright,Normal,Healthy
1.5,Trout,22.2,Normal,Bright,Normal,Healthy
3.5,Trout,30.1,Reduced,Faded,Erratic,Diseased
4.9,Goldfish,22.1,Normal,Bright,Normal,Healthy
1.2,Catfish,23.5,Normal,Bright,Normal,Healthy
3.3,Salmon,31.8,Reduced,Faded,Erratic,Diseased
2.7,Tilapia,20.0,Normal,Bright,Normal,Healthy
0.6,Goldfish,23.5,Normal,Bright,Normal,Healthy
3.9,Goldfish,23.8,Normal,Bright,Normal,Healthy
2.3,Catfish,31.9,Reduced,Faded,Erratic,Diseased
3.0,Salmon,22.7,Normal,Bright,Normal,Healthy
1.8,Trout,24.5,Normal,Bright,Normal,Healthy
3.3,Tilapia,29.4,Reduced,Faded,Erratic,Diseased
1.5,Catfish,30.0,Reduced,Faded,Erratic,Diseased
3.9,Catfish,28.4,Reduced,Faded,Erratic,Diseased
0.5,Tilapia,22.9,Normal,Bright,Normal,Healthy
4.8,Goldfish,31.8,Reduced,Faded,Erratic,Diseased
4.7,Salmon,31.8,Reduced,Faded,Erratic,Diseased
3.6,Trout,20.8,Normal,Bright,Normal,Healthy
1.3,Trout,25.9,Normal,Bright,Normal,Healthy
4.7,Goldfish,25.6,Normal,Bright,Normal,Healthy
2.3,Catfish,30.7,Reduced,Faded,Erratic,Diseased
2.9,Salmon,30.1,Reduced,Faded,Erratic,Diseased
1.2,Salmon,30.8,Reduced,Faded,Erratic,Diseased
1.6,Goldfish,29.2,Reduced,Faded,Erratic,Diseased
4.9,Salmon,22.4,Normal,Bright,Normal,Healthy
2.9,Trout,25.1,Normal,Bright,Normal,Healthy
3.0,Salmon,29.8,Reduced,Faded,Erratic,Diseased
4.6,Catfish,29.2,Reduced,Faded,Erratic,Diseased
1.0,Catfish,29.4,Reduced,Faded,Erratic,Diseased
2.9,Tilapia,22.9,Normal,Bright,Normal,Healthy
4.4,Goldfish,25.3,Normal,Bright,Normal,Healthy
3.5,Trout,21.9,Normal,Bright,Normal,Healthy
3.0,Catfish,21.4,Normal,Bright,Normal,Healthy
4.3,Trout,30.5,Reduced,Faded,Erratic,Diseased
2.7,Salmon,29.1,Reduced,Faded,Erratic,Diseased
0.9,Salmon,25.7,Normal,Bright,Normal,Healthy
4.4,Goldfish,20.7,Normal,Bright,Normal,Healthy
1.2,Goldfish,29.8,Reduced,Faded,Erratic,Diseased
4.2,Catfish,28.1,Reduced,Faded,Erratic,Diseased
2.0,Tilapia,24.5,Normal,Bright,Normal,Healthy
2.9,Salmon,22.8,Normal,Bright,Normal,Healthy
2.8,Catfish,28.9,Reduced,Faded,Erratic,Diseased
2.5,Tilapia,30.9,Reduced,Faded,Erratic,Diseased
0.5,Salmon,30.7,Reduced,Faded,Erratic,Diseased
4.2,Tilapia,31.0,Reduced,Faded,Erratic,Diseased
4.2,Trout,31.8,Reduced,Faded,Erratic,Diseased
2.7,Catfish,31.3,Reduced,Faded,Erratic,Diseased
4.5,Salmon,31.9,Reduced,Faded,Erratic,Diseased
3.5,Trout,23.4,Normal,Bright,Normal,Healthy
4.0,Trout,30.6,Reduced,Faded,Erratic,Diseased
3.9,Trout,23.1,Normal,Bright,Normal,Healthy
1.7,Salmon,28.8,Reduced,Faded,Erratic,Diseased
0.6,Tilapia,25.7,Normal,Bright,Normal,Healthy
1.9,Tilapia,21.1,Normal,Bright,Normal,Healthy
1.3,Goldfish,29.7,Reduced,Faded,Erratic,Diseased
3.0,Tilapia,24.6,Normal,Bright,Normal,Healthy
1.0,Tilapia,29.8,Reduced,Faded,Erratic,Diseased
2.7,Tilapia,28.6,Reduced,Faded,Erratic,Diseased
3.6,Trout,30.4,Reduced,Faded,Erratic,Diseased
3.0,Catfish,28.2,Reduced,Faded,Erratic,Diseased
3.3,Goldfish,22.4,Normal,Bright,Normal,Healthy
0.9,Salmon,24.3,Normal,Bright,Normal,Healthy
3.9,Salmon,29.1,Reduced,Faded,Erratic,Diseased
2.2,Goldfish,29.3,Reduced,Faded,Erratic,Diseased
1.6,Goldfish,25.8,Normal,Bright,Normal,Healthy
1.4,Trout,25.4,Normal,Bright,Normal,Healthy
0.7,Trout,28.0,Reduced,Faded,Erratic,Diseased
4.2,Goldfish,25.1,Normal,Bright,Normal,Healthy
3.9,Catfish,30.8,Reduced,Faded,Erratic,Diseased
4.7,Catfish,25.7,Normal,Bright,Normal,Healthy
3.3,Tilapia,20.4,Normal,Bright,Normal,Healthy
0.9,Salmon,20.6,Normal,Bright,Normal,Healthy
1.2,Trout,31.2,Reduced,Faded,Erratic,Diseased
0.8,Catfish,22.1,Normal,Bright,Normal,Healthy
4.8,Goldfish,23.6,Normal,Bright,Normal,Healthy
2.4,Tilapia,30.2,Reduced,Faded,Erratic,Diseased
2.2,Salmon,31.4,Reduced,Faded,Erratic,Diseased
3.6,Trout,31.5,Reduced,Faded,Erratic,Diseased
3.6,Salmon,29.7,Reduced,Faded,Erratic,Diseased
2.0,Tilapia,21.3,Normal,Bright,Normal,Healthy
1.7,Trout,31.5,Reduced,Faded,Erratic,Diseased
4.8,Trout,29.6,Reduced,Faded,Erratic,Diseased
2.9,Goldfish,30.0,Reduced,Faded,Erratic,Diseased
3.8,Goldfish,28.2,Reduced,Faded,Erratic,Diseased
2.1,Tilapia,31.0,Reduced,Faded,Erratic,Diseased
3.0,Goldfish,29.5,Reduced,Faded,Erratic,Diseased
3.9,Goldfish,29.7,Reduced,Faded,Erratic,Diseased
3.4,Trout,25.1,Normal,Bright,Normal,Healthy
4.5,Salmon,29.2,Reduced,Faded,Erratic,Diseased
1.2,Tilapia,23.5,Normal,Bright,Normal,Healthy
3.2,Trout,30.8,Reduced,Faded,Erratic,Diseased
2.9,Salmon,31.2,Reduced,Faded,Erratic,Diseased
4.0,Trout,28.2,Reduced,Faded,Erratic,Diseased
1.2,Goldfish,21.9,Normal,Bright,Normal,Healthy
4.9,Salmon,20.7,Normal,Bright,Normal,Healthy
